transactions,commits,global_regression,new_gain,training_wall_seconds_cumulative,math_teacher_forced_answer_exact,story_teacher_forced_answer_exact
59,59,-0.048213412480061085,0.7209937454852398,33.56725190800148,,
60,60,0.09127049194747139,0.9999943394600995,34.128826510001545,,
61,61,-0.44653523876712525,0.8607370041425368,34.699654139001495,,
62,62,0.29453252277272607,0.9031730420422505,35.25593733300161,,
63,63,-0.22898584413878045,0.7622460368025016,35.83099381200168,,
64,64,0.22043435690952246,0.9098629390613648,36.38440692300151,0.0,0.0
65,65,-0.11001050473445109,0.7134124932788495,36.95859448700162,,
66,66,-0.027264302544467815,0.866495525579641,37.545381042001736,,
67,67,-0.18174739010726343,0.6362044481682172,38.13158713000189,,
68,68,0.4010342897759635,0.4319966637840896,38.69546806900189,,
69,69,0.0679916531609174,0.7294642528255171,39.28126900600205,,
70,70,-0.2723311088186576,0.708072937388408,39.837566582001955,,
71,71,-0.047761828199486704,0.7718123541804732,40.4359973190019,,
72,72,0.6859655979374241,0.888381523004423,41.02268369300168,,
73,73,-0.23257112621671966,0.7470466101264164,41.598154184001714,,
74,74,0.14359687829342485,0.8960184737453277,42.152866828001606,,
75,75,-0.19264821549532393,0.7456847771164792,42.70378683100148,,
76,76,0.06937488862734838,0.8714056915540623,43.254760215001625,,
77,77,-0.001400929281495912,0.5411868569539108,43.828648210001575,,
78,78,0.22487715816745416,0.9145924115878296,44.395193591001544,,
79,79,-0.20578330457601357,0.7063660049053635,44.97072728300145,,
80,80,0.28048131943137145,0.5069191296947836,45.542182731001276,0.0,0.0
81,81,-0.13234282595938415,0.7354661603569532,46.14416300300127,,
82,82,0.12073750612311494,0.807629723187033,46.70377324200126,,
83,83,-0.1401055649356234,0.6491349384766859,47.276175124001156,,
84,84,0.03313109593462914,0.37944304805904544,47.83800745900112,,
85,85,-0.002446560603796493,0.5400419117357093,48.41440221200105,,
86,86,-0.07613505665142146,0.800078075481488,48.984644669001,,
87,87,0.19185224229908293,0.4889541108124282,49.55277431500099,,
88,88,-0.015133358557138907,0.8988782911534591,50.108454704000906,,
89,89,0.14967173302428774,0.6884512765827955,50.685697479000964,,
90,90,0.5398727367178827,0.05183514404851281,51.249272162001034,,
91,91,-0.46844549861987445,0.7824213741383744,51.83812803900105,,
92,92,0.39354784083398714,0.6148931803374607,52.399157091000916,,
93,93,-0.2549179418001987,0.7344471754409455,52.978884794000805,,
94,94,0.023430036559249977,0.5751891025248319,53.54112703200076,,
95,95,0.02653710562881377,0.40935105671335287,54.12606845200071,,
96,96,0.2446350499791199,0.7982877036698425,54.68769958200073,0.0,0.0
97,97,-0.269853867821617,0.7357085468921092,55.248781280000685,,
98,98,-0.14041321560997103,0.7382297731452204,55.829442114000585,,
99,99,-0.007541109048622847,0.23662363707995387,56.38588145300059,,
100,100,0.08062313562820846,0.820845870972316,56.939997826000535,,
101,101,-0.09056386189929214,0.5688250146983405,57.500481610000634,,
102,102,0.24153467441968346,0.6759118034468076,58.05275529800065,,
103,103,-0.20099668852768895,0.6660225722459671,58.65899993000062,,
104,104,0.3273923833990505,0.7041752678062133,59.2024301440008,,
105,105,-0.10599853573493387,0.7148783774272212,59.75658629700092,,
106,106,-0.07859240634131051,0.8812479987642887,60.318289278000975,,
107,107,0.020975424232383556,0.4973157308459905,60.88429338800097,,
108,108,0.3274669422070772,0.7541970753664468,61.44464965300085,,
109,109,-0.21772592937675278,0.6190538487663463,62.02190558600091,,
110,110,0.0721069321017499,0.8262157955362509,62.57379268800105,,
111,111,-0.046726730860328004,0.4180527199100186,63.14721263000115,,
112,112,0.23460823711272227,0.8656006209679352,63.7049118910013,0.0,0.0
113,113,-0.09469885188993857,0.6780715161697507,64.34129829500125,,
114,114,0.1715558791759733,0.7365703083452162,64.89953910500117,,
115,115,-0.197116755385723,0.6661092772457409,65.49495282400107,,
116,116,0.13508209323137585,0.7477467663129587,66.05463281300104,,
117,117,-0.16987363389019106,0.6066904253637537,66.67736511000112,,
118,118,0.6297860295302088,0.6359608161487832,67.23584589800112,,
119,119,-0.3408994519425493,0.7251175719381077,67.82044186100097,,
120,120,0.47242539196466665,0.5695607209836115,68.38034153200078,,
121,121,-0.28759154860715863,0.6661900070276006,68.96039572900077,,
122,122,0.01761711968376548,0.6729979278436719,69.51979387800088,,
123,123,0.0005866312830016281,0.2581211970805765,70.08482164400084,,
124,124,0.22822090027255063,0.7859335955140386,70.64788245800082,,
125,125,-0.058965191457749005,0.5738245337504598,71.21575763400074,,
126,126,0.2533319613203211,0.41790888913770013,71.78040744300074,,
127,127,-0.33748718166412683,0.4949015169297239,72.36279332800086,,
128,128,0.7235149796402767,0.6796549441577089,72.92493680400094,0.0,0.0
129,129,-0.3498340217341239,0.8621641626895148,73.48798036300104,,
130,130,0.05252085502022587,0.8204993952398751,74.04418963800094,,
131,131,-0.08407872419754323,0.7142418136189433,74.61079844300093,,
132,132,0.792617954129687,0.4296554273280943,75.17144512000095,,
133,133,-0.4134901240907744,0.8187732546506806,75.744238658001,,
134,134,0.12161692919396991,0.8071059043159093,76.31088332000104,,
135,135,-0.22938302547154973,0.6778660245593735,76.91316258500115,,
136,136,0.19087960808776072,0.8943161979211764,77.48377543100128,,
137,137,-0.011897864905805074,0.6383062738196946,78.0599099700014,,
138,138,0.15683621206121126,0.9119260591540365,78.61941452700148,,
139,139,-0.25287376443774046,0.645870929771113,79.1937961830015,,
140,140,0.8683060813285354,0.7979586014206949,79.74580659600156,,
141,141,-0.37752162123817545,0.8005513670622307,80.33659896900144,,
142,142,0.17135518291223942,0.900857757456098,80.90286830400146,,
143,143,0.023690462286392284,0.6041588352615549,81.48622729100157,,
144,144,0.15238453086228515,0.8451771277758539,82.04122340200138,0.0,0.0
145,145,-0.23397995541104166,0.686277370887712,82.6001567160015,,
146,146,0.09455612718086429,0.8453581135502888,83.16064576900158,,
147,147,-0.10724740458178052,0.5422379032582924,83.72524765100161,,
148,148,0.12854984078534834,0.6106914157094168,84.2841474800016,,
149,149,-0.0638992518746673,0.6830200253463775,84.84891137700151,,
150,150,0.03373261303596044,0.6338866347057576,85.4193222200015,,
151,151,-0.02801370963357043,-0.021067641619663766,85.98247908600138,,
152,152,0.2932160058736253,0.8705491116130671,86.54320040800144,,
153,153,-0.14529192816849823,0.6400889047703894,87.10779071600155,,
154,154,0.1022999196752307,0.7843291395102409,87.66762605600161,,
155,155,-0.12363371037460397,0.241909617017737,88.2303435530016,,
156,156,0.08761900116831575,0.6089169764439448,88.7842894550015,,
157,157,-0.16723649032316806,0.42216187451302095,89.3643081960015,,
158,158,0.19394787771203878,0.8019707744660479,89.92577389000144,,
159,159,-0.13563232538158146,0.5531279152370845,90.49535083100159,,
160,160,0.0405511434107857,0.9154507493586607,91.0550000700016,0.0,0.0
161,161,0.027071930294468638,0.5554127123379744,91.63006031900159,,
162,162,0.15303648995814154,0.8371789253841974,92.18760396500147,,
163,163,-0.2599935147034086,0.5757785978654582,92.78487427200139,,
164,164,0.2789576977042874,0.9288106578387549,93.34019503300124,,
165,165,-0.20276634052364995,0.5816180682617921,93.93087474000117,,
166,166,0.20457806494291186,0.7491261316652051,94.4943547610012,,
167,167,-0.10177638453769827,0.49222564479201647,95.07970937400114,,
168,168,0.22468867490998964,0.677204721638497,95.64028880900105,,
169,169,-0.2546521130982811,0.6132413777123625,96.20302710800115,,
170,170,0.6852107400882848,0.4862029625751138,96.76652191200128,,
171,171,-0.37740940189450306,0.7411827800762293,97.36030504100131,,
172,172,0.6942860175883158,0.7469443907466128,97.91980420600134,,
173,173,-0.40169715757164737,0.8083380780998224,98.49167710800134,,
174,174,0.7400163269289133,0.9125427374608958,99.0540052510014,,
175,175,-0.3813019732237069,0.8003473831271006,99.62279765200151,,
176,176,0.4762847691443257,0.4834560196001883,100.18399249200138,0.0,0.0
177,177,-0.30851436778045,0.6892163204326971,100.73939480200124,,
178,178,0.15893208307931359,0.9303519386830607,101.31564159500113,,
179,179,-0.097213000717241,0.1065153773866558,101.87929925900107,,
180,180,0.46491586230718784,0.5918516966404924,102.44174238900086,,
181,181,-0.4433685145750464,0.7817422550184604,103.0084927040009,,
182,182,0.5566659441627209,0.7394423498590027,103.5701361560009,,
183,183,-0.3388663649464075,0.6548262353957864,104.13869342000089,,
184,184,-0.12446782552600656,0.8643234009597537,104.69791654000073,,
185,185,0.4162809013515219,0.3636500251212793,105.27154204800081,,
186,186,0.06000913510300739,0.6241662520781368,105.82591135400094,,
187,187,-0.2835956501603628,0.5173621982558282,106.40270803600083,,
188,188,0.14992005381251297,0.9614634130902393,106.95548400400071,,
189,189,-0.03549491644152648,0.575898511758926,107.53741655800081,,
190,190,0.11073125418036507,0.9655548867696157,108.0941737250007,,
191,191,0.010754635867177823,0.5542624730187699,108.67645425400065,,
192,192,-0.08791767582059264,0.7668721557478463,109.24579168600053,0.0,0.046875
