run,replicate,variant,task_id,task,nll,ppl,token_accuracy,exact_match,examples
r1-E,1,E,5,REVERSE_INC,0.8725099972316197,2.392909518325426,0.625,0.03,100
r1-E,1,E,6,REVERSE_SWAP,0.7567580699920654,2.131355303278576,0.7166666666666667,0.08,100
r1-E,1,E,7,ROTATE_INC,0.817854848248618,2.265634491148298,0.685,0.04,100
r1-E,1,E,8,ROTATE_SWAP,0.8776079712595258,2.40513965687757,0.6383333333333333,0.03,100
r1-E,1,E,9,INC_SWAP,0.7164950047220503,2.0472450365587176,0.7666666666666667,0.19,100
r2-L,2,L,0,REVERSE,0.6628324600628445,1.9402803250071288,0.74,0.13,100
r2-L,2,L,1,ROTATE,0.6305005747931344,1.8785506990721537,0.775,0.1,100
r2-L,2,L,2,INC,0.9162068367004396,2.499790270863465,0.6283333333333333,0.01,100
r2-L,2,L,3,SWAP,0.7725148725509644,2.1652046261935176,0.7133333333333334,0.06,100
r2-L,2,L,4,REVERSE_ROTATE,0.8598989973749434,2.3629220203258217,0.6716666666666666,0.02,100
r2-L,2,L,5,REVERSE_INC,0.6252165290287562,1.8686505307142125,0.7633333333333333,0.19,100
r2-L,2,L,6,REVERSE_SWAP,0.724562521662031,2.063828022389362,0.6916666666666667,0.07,100
r2-L,2,L,7,ROTATE_INC,0.6556652000972203,1.9264235483898249,0.7666666666666667,0.09,100
r2-L,2,L,8,ROTATE_SWAP,0.8723593899181911,2.392549155788891,0.665,0.03,100
r2-L,2,L,9,INC_SWAP,0.4461318090983799,1.562257372699026,0.8916666666666667,0.52,100
r2-E,2,E,0,REVERSE,0.7730817474637712,2.166432374334132,0.6716666666666666,0.06,100
r2-E,2,E,1,ROTATE,0.708354687009539,2.030647457960089,0.7366666666666667,0.08,100
r2-E,2,E,2,INC,0.8839535215922765,2.4204501169007027,0.68,0.04,100
r2-E,2,E,3,SWAP,0.8676518177986146,2.3813125274589613,0.6666666666666666,0.03,100
r2-E,2,E,4,REVERSE_ROTATE,0.9216521508353096,2.513439542719389,0.6583333333333333,0.02,100
r2-E,2,E,5,REVERSE_INC,0.6885479358264378,1.9908226311930024,0.73,0.12,100
r2-E,2,E,6,REVERSE_SWAP,0.8591607550212316,2.3611782549518225,0.6416666666666667,0.07,100
r2-E,2,E,7,ROTATE_INC,0.6973254091399057,2.008373939093345,0.7283333333333334,0.06,100
r2-E,2,E,8,ROTATE_SWAP,0.9529637820380076,2.593384506829241,0.625,0.01,100
r2-E,2,E,9,INC_SWAP,0.5055491314615522,1.6578956732153574,0.8666666666666667,0.4,100
