run,replicate,variant,task_id,task,nll,ppl,token_accuracy,exact_match,examples
r0-C,0,C,2,INC,1.3806877313341412,3.977636232122967,0.4333333333333333,0.0,100
r0-C,0,C,3,SWAP,1.080627670288086,2.94652841910673,0.56,0.01,100
r0-C,0,C,4,REVERSE_ROTATE,1.4015273284912109,4.061398321548538,0.4216666666666667,0.0,100
r0-C,0,C,5,REVERSE_INC,1.3248998131070815,3.761808452219285,0.445,0.01,100
r0-C,0,C,6,REVERSE_SWAP,1.3568428216661723,3.883911722488096,0.4316666666666666,0.0,100
r0-C,0,C,7,ROTATE_INC,1.1812919221605571,3.258581318088648,0.5416666666666666,0.0,100
r0-C,0,C,8,ROTATE_SWAP,1.3711977897371566,3.940067242297409,0.4233333333333333,0.0,100
r0-C,0,C,9,INC_SWAP,1.1040582874843052,3.0163825656744976,0.5666666666666667,0.0,100
r1-A,1,A,0,REVERSE,0.9500566877637592,2.585856241568834,0.5916666666666667,0.02,100
r1-A,1,A,1,ROTATE,0.7719445099149431,2.1639700264936352,0.68,0.06,100
r1-A,1,A,2,INC,1.236631940773555,3.443994331897261,0.5183333333333333,0.0,100
r1-A,1,A,3,SWAP,0.8006927643503462,2.227083238074829,0.735,0.13,100
r1-A,1,A,4,REVERSE_ROTATE,1.1029923411778042,3.01316897688046,0.6183333333333333,0.02,100
r1-A,1,A,5,REVERSE_INC,1.0678892207145692,2.909232267327305,0.5616666666666666,0.03,100
r1-A,1,A,6,REVERSE_SWAP,1.083814995629447,2.9559349466743927,0.555,0.03,100
r1-A,1,A,7,ROTATE_INC,0.8147636124065945,2.2586416943648064,0.6833333333333333,0.03,100
r1-A,1,A,8,ROTATE_SWAP,1.0272706944601877,2.793431293436148,0.5716666666666667,0.02,100
r1-A,1,A,9,INC_SWAP,0.7054150516646249,2.024686860203884,0.785,0.22,100
r1-B,1,B,0,REVERSE,1.0205383004461015,2.774687977805648,0.6166666666666667,0.02,100
r1-B,1,B,1,ROTATE,0.9247055728094918,2.5211258630677564,0.5733333333333334,0.02,100
r1-B,1,B,2,INC,1.162963046346392,3.199399213334932,0.5316666666666666,0.0,100
r1-B,1,B,3,SWAP,1.0312774126870292,2.804646238073005,0.5833333333333334,0.04,100
r1-B,1,B,4,REVERSE_ROTATE,1.2275979273659845,3.413021356714366,0.5383333333333333,0.0,100
r1-B,1,B,5,REVERSE_INC,1.1295135474205018,3.0941509762476604,0.51,0.01,100
r1-B,1,B,6,REVERSE_SWAP,1.178992612702506,3.2510974384189524,0.4733333333333333,0.0,100
r1-B,1,B,7,ROTATE_INC,0.992547824042184,2.6981000066137844,0.6016666666666667,0.03,100
r1-B,1,B,8,ROTATE_SWAP,1.1588406671796527,3.1862372246653154,0.495,0.0,100
r1-B,1,B,9,INC_SWAP,0.7250646076883589,2.064864501779283,0.7816666666666666,0.21,100
r1-C,1,C,0,REVERSE,1.3356757307052611,3.8025645881174266,0.4366666666666666,0.0,100
r1-C,1,C,1,ROTATE,1.229559076172965,3.4197213671876474,0.4183333333333333,0.0,100
r1-C,1,C,2,INC,1.6587488310677665,5.252734672921995,0.2183333333333333,0.0,100
r1-C,1,C,3,SWAP,1.251761863572257,3.496497886053356,0.43,0.01,100
r1-C,1,C,4,REVERSE_ROTATE,1.465080600466047,4.32789205635996,0.3666666666666666,0.0,100
r1-C,1,C,5,REVERSE_INC,1.5478517471040998,4.70135961704125,0.2383333333333333,0.0,100
r1-C,1,C,6,REVERSE_SWAP,1.435820299557277,4.203091389068209,0.3866666666666666,0.0,100
r1-C,1,C,7,ROTATE_INC,1.4392588560921806,4.217568832920763,0.2716666666666666,0.0,100
r1-C,1,C,8,ROTATE_SWAP,1.4333879341397966,4.192880358440197,0.38,0.0,100
r1-C,1,C,9,INC_SWAP,1.416503960064479,4.122682155090722,0.2833333333333333,0.0,100
r2-A,2,A,0,REVERSE,0.5960809929030282,1.8149918782311505,0.7883333333333333,0.21,100
r2-A,2,A,1,ROTATE,0.6228576336588179,1.8642477744914647,0.7566666666666667,0.14,100
r2-A,2,A,2,INC,0.8015841773578098,2.2290693741441987,0.7116666666666667,0.08,100
r2-A,2,A,3,SWAP,0.4320933418614524,1.5404788996184866,0.9033333333333332,0.5,100
r2-A,2,A,4,REVERSE_ROTATE,1.0975018225397382,2.996670450632932,0.605,0.02,100
r2-A,2,A,5,REVERSE_INC,0.6451180461474827,1.9062120369782651,0.7733333333333333,0.27,100
r2-A,2,A,6,REVERSE_SWAP,0.7930967194693429,2.210230302705712,0.6516666666666666,0.06,100
r2-A,2,A,7,ROTATE_INC,0.6988309121131897,2.011399829201869,0.71,0.06,100
r2-A,2,A,8,ROTATE_SWAP,0.90718493103981,2.4773388285512663,0.655,0.01,100
r2-A,2,A,9,INC_SWAP,0.4410931360721588,1.5544054668205256,0.91,0.53,100
r2-B,2,B,0,REVERSE,0.6257247229984828,1.8696004089862093,0.7883333333333333,0.22,100
r2-B,2,B,1,ROTATE,0.7165979378564017,2.047455776753004,0.6966666666666667,0.09,100
r2-B,2,B,2,INC,0.7707921317645482,2.1614777510147043,0.7333333333333333,0.09,100
r2-B,2,B,3,SWAP,0.4251278047902243,1.5297859211388394,0.9266666666666666,0.61,100
r2-B,2,B,4,REVERSE_ROTATE,1.191679961681366,3.2926080189710576,0.5833333333333334,0.02,100
r2-B,2,B,5,REVERSE_INC,0.6627058165413993,1.9400346166331948,0.7566666666666667,0.18,100
r2-B,2,B,6,REVERSE_SWAP,0.8832919781548636,2.4188494135360625,0.61,0.01,100
r2-B,2,B,7,ROTATE_INC,0.7843969692502702,2.1910852504820166,0.6916666666666667,0.04,100
r2-B,2,B,8,ROTATE_SWAP,1.0199198303903851,2.772972446934338,0.6183333333333333,0.01,100
r2-B,2,B,9,INC_SWAP,0.4802795108727046,1.6165261756942677,0.89,0.43,100
r2-C,2,C,0,REVERSE,1.2529126058306013,3.500523769860102,0.475,0.01,100
r2-C,2,C,1,ROTATE,1.1428714091437204,3.135759498894368,0.5283333333333333,0.0,100
r2-C,2,C,2,INC,1.3532689373833793,3.870055845825272,0.4583333333333333,0.01,100
r2-C,2,C,3,SWAP,1.0720724991389683,2.92142788695392,0.5983333333333334,0.02,100
r2-C,2,C,4,REVERSE_ROTATE,1.437336803163801,4.209470227861803,0.4083333333333333,0.0,100
r2-C,2,C,5,REVERSE_INC,1.2875306613104684,3.623827041949568,0.4433333333333333,0.0,100
r2-C,2,C,6,REVERSE_SWAP,1.3683513471058435,3.928868013471443,0.4166666666666667,0.0,100
r2-C,2,C,7,ROTATE_INC,1.1542916447775704,3.171775877585987,0.5366666666666666,0.0,100
r2-C,2,C,8,ROTATE_SWAP,1.3960757439477105,4.039317507632084,0.4316666666666666,0.0,100
r2-C,2,C,9,INC_SWAP,1.0597539281845092,2.885660822098095,0.6166666666666667,0.06,100
